Protein.ID;Gene;DPSCs_c_12 MaxLFQ Intensity;DPSCs_c_16 MaxLFQ Intensity;DPSCs_c_23 MaxLFQ Intensity;DPSCs_c_38 MaxLFQ Intensity;DPSCs_d_12 MaxLFQ Intensity;DPSCs_d_16 MaxLFQ Intensity;DPSCs_d_23 MaxLFQ Intensity;DPSCs_d_38 MaxLFQ Intensity
STXB3_HUMAN;STXBP3;40881.676;0.0;51490.37;43668.793;93723.36;124544.055;0.0;0.0
ARVC_HUMAN;ARVCF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SMAP_HUMAN;SMAP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RB27B_HUMAN;RAB27B;40935.562;49404.027;23458.648;0.0;60410.766;65438.61;0.0;0.0
AP3B1_HUMAN;AP3B1;45612.22;52432.1;55815.61;51201.59;58379.62;61925.82;61367.133;0.0
LEG8_HUMAN;LGALS8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDUS8_HUMAN;NDUFS8;76381.5;37854.188;57128.543;83543.445;89288.6;0.0;123425.13;61909.535
PSD11_HUMAN;PSMD11;170370.52;202442.8;193824.83;202786.95;169217.02;205439.55;179649.48;183182.23
PSD12_HUMAN;PSMD12;155739.67;146173.5;163091.48;176864.88;153047.84;153862.55;101863.445;180838.67
PSMD9_HUMAN;PSMD9;91005.52;78031.32;93899.16;0.0;97738.97;65051.6;87310.81;0.0
ATOX1_HUMAN;ATOX1;104947.49;132097.53;147952.42;107363.94;178209.52;172283.2;166732.88;123560.45
PGRC1_HUMAN;PGRMC1;88666.26;70434.5;85462.93;56137.43;90054.18;72773.305;114108.67;83264.305
SPT5H_HUMAN;SUPT5H;34275.086;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DFFA_HUMAN;DFFA;37745.75;39228.332;52640.324;33198.145;41769.9;52781.074;52498.395;36561.46
HIP1_HUMAN;HIP1;41141.684;46576.19;41246.21;0.0;42625.727;52018.117;44765.066;62626.84
CLIC1_HUMAN;CLIC1;579369.2;410260.75;560151.3;435227.1;350019.8;391066.3;685571.75;417947.56
TR11B_HUMAN;TNFRSF11B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EIF3F_HUMAN;EIF3F;88857.15;87814.71;88534.625;78239.91;73413.02;84257.03;50337.91;70223.91
ODPX_HUMAN;PDHX;0.0;0.0;0.0;0.0;0.0;0.0;66280.97;0.0
MATN2_HUMAN;MATN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
QSOX1_HUMAN;QSOX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACATN_HUMAN;SLC33A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
WASL_HUMAN;WASL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IPO5_HUMAN;IPO5;245584.56;251887.81;249230.23;266145.88;166098.81;241496.25;129237.23;273437.3
SAP18_HUMAN;SAP18;0.0;0.0;19458.338;0.0;0.0;0.0;0.0;0.0
EMAL1_HUMAN;EML1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IF2B3_HUMAN;IGF2BP3;72376.31;62890.707;0.0;67545.43;63883.793;71085.664;143533.69;0.0
DNM1L_HUMAN;DNM1L;94029.74;78071.266;75055.88;130428.55;69056.78;80076.68;48908.492;98031.445
RTCA_HUMAN;RTCA;62266.125;57977.477;63271.312;73305.586;54977.445;46422.637;0.0;82363.43
P3C2A_HUMAN;PIK3C2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GOLI4_HUMAN;GOLIM4;199306.28;185303.52;222132.22;201362.6;245660.16;203032.92;232464.97;182346.9
MANBA_HUMAN;MANBA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EXOC5_HUMAN;EXOC5;0.0;104763.79;77878.25;71299.555;80638.74;99546.21;0.0;100723.34
HMGN4_HUMAN;HMGN4;10612.567;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDUA4_HUMAN;NDUFA4;0.0;0.0;0.0;0.0;86905.37;0.0;0.0;0.0
PSDE_HUMAN;PSMD14;146951.14;131994.92;151596.12;134894.95;178134.08;157686.44;94845.33;115918.36
BIN1_HUMAN;BIN1;0.0;0.0;0.0;0.0;0.0;0.0;37160.63;0.0
IMA4_HUMAN;KPNA3;52029.57;31315.43;38480.406;38723.465;48033.453;34142.617;33258.445;41167.414
STK25_HUMAN;STK25;0.0;0.0;0.0;42742.656;0.0;0.0;0.0;0.0
VMA5A_HUMAN;VWA5A;0.0;0.0;0.0;0.0;26167.154;37985.195;0.0;33440.453
PESC_HUMAN;PES1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDCB1_HUMAN;SDCBP;199937.56;149988.23;220874.55;175448.52;174042.69;198451.47;198257.47;139835.69
MPP10_HUMAN;MPHOSPH10;0.0;57301.84;76019.95;0.0;82890.97;0.0;67786.125;0.0
NOP56_HUMAN;NOP56;61605.008;52619.03;43072.895;57674.977;39606.625;41561.965;54895.55;47229.695
DDX3X_HUMAN;DDX3X;162342.06;145222.98;176749.48;178087.05;89301.555;125647.445;133672.25;132694.4
RNT2_HUMAN;RNASET2;0.0;0.0;0.0;0.0;46194.625;38539.3;0.0;0.0
CCN1_HUMAN;CCN1;0.0;0.0;0.0;0.0;0.0;31912.387;29733.773;28645.303
PIR_HUMAN;PIR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRI38_HUMAN;TRIM38;0.0;0.0;24181.375;22319.414;0.0;29138.684;0.0;28277.188
PPP6_HUMAN;PPP6C;62476.684;69181.04;60552.74;44453.082;55253.277;60086.32;29323.145;71535.96
EST2_HUMAN;CES2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MA2B1_HUMAN;MAN2B1;0.0;0.0;0.0;0.0;100748.05;0.0;53426.21;0.0
UBE2C_HUMAN;UBE2C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDXK_HUMAN;PDXK;207587.78;205499.92;229363.78;154756.69;306584.28;240102.05;281656.25;165150.19
SCD_HUMAN;SCD;54200.96;0.0;43493.6;0.0;0.0;0.0;0.0;37632.305
PLPP1_HUMAN;PLPP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLPP3_HUMAN;PLPP3;72068.34;15408.458;45759.574;42834.61;35504.74;0.0;0.0;69041.48
ISLR_HUMAN;ISLR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDKA1_HUMAN;CDK2AP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHSD_HUMAN;SDHD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TXND9_HUMAN;TXNDC9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DPYL4_HUMAN;DPYSL4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRAD1_HUMAN;TRAFD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COX7R_HUMAN;COX7A2L;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSPB6_HUMAN;HSPB6;0.0;0.0;143383.69;225991.1;59730.457;88687.125;293639.2;125852.875
ACPM_HUMAN;NDUFAB1;0.0;0.0;58588.574;0.0;123500.914;0.0;66287.95;81916.86
UBFD1_HUMAN;UBFD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C56D2_HUMAN;CYB561D2;0.0;0.0;0.0;0.0;0.0;23448.113;0.0;29800.297
DC1I1_HUMAN;DYNC1I1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COPE_HUMAN;COPE;109249.08;89127.805;112193.586;125884.14;88682.4;92192.15;96310.63;112041.52
BORG1_HUMAN;CDC42EP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AP3D1_HUMAN;AP3D1;55204.8;65560.29;51629.137;60690.363;60870.3;70892.914;84458.68;0.0
CCS_HUMAN;CCS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DVL2_HUMAN;DVL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GOSR2_HUMAN;GOSR2;0.0;0.0;0.0;37063.312;0.0;0.0;0.0;0.0
TOR1A_HUMAN;TOR1A;89777.555;99195.99;86988.08;72381.7;0.0;145544.72;0.0;146731.94
TOR1B_HUMAN;TOR1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16787.219
ADA10_HUMAN;ADAM10;39146.816;0.0;26747.836;27184.984;30471.477;30013.46;30578.729;26725.328
EI24_HUMAN;EI24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
P5I11_HUMAN;TP53I11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTGES_HUMAN;PTGES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITBP1_HUMAN;ITGB1BP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
APAF_HUMAN;APAF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RIOK3_HUMAN;RIOK3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IMPA2_HUMAN;IMPA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACOT8_HUMAN;ACOT8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDIPT_HUMAN;CDIPT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDCD5_HUMAN;PDCD5;142983.95;159123.77;199259.34;115528.02;213341.38;195186.73;360218.8;131627.95
ANM5_HUMAN;PRMT5;0.0;0.0;16444.703;18181.16;21577.879;19939.482;0.0;28574.469
NHRF1_HUMAN;SLC9A3R1;0.0;0.0;31713.053;0.0;0.0;29536.799;29992.121;0.0
H17B6_HUMAN;HSD17B6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TR10B_HUMAN;TNFRSF10B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPP1_HUMAN;TPP1;141328.62;205107.83;162309.66;122798.234;208779.75;151477.31;85467.05;82818.44
TCRG1_HUMAN;TCERG1;0.0;31840.336;33607.086;28950.414;32035.059;0.0;32587.223;26710.422
NDC80_HUMAN;NDC80;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NRP1_HUMAN;NRP1;63634.508;73662.15;49344.79;101205.18;44645.35;80334.63;65698.5;62097.164
TNPO2_HUMAN;TNPO2;20338.414;18652.223;18886.068;0.0;27707.037;16533.01;0.0;23301.479
RPC1_HUMAN;POLR3A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASM_HUMAN;MRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TSN4_HUMAN;TSPAN4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSA7_HUMAN;PSMA7;82510.3;110799.98;90559.734;82707.15;85971.17;97916.945;107990.6;76906.555
SCAM3_HUMAN;SCAMP3;0.0;0.0;0.0;0.0;0.0;36709.64;44723.63;0.0
PAHX_HUMAN;PHYH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OPLA_HUMAN;OPLAH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IFIT3_HUMAN;IFIT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MGST3_HUMAN;MGST3;190002.75;206300.31;161308.06;99725.06;167777.47;202947.89;77946.57;295904.5
GEMI2_HUMAN;GEMIN2;0.0;29067.305;0.0;37913.594;0.0;0.0;0.0;37077.5
TX1B3_HUMAN;TAX1BP3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GIPC1_HUMAN;GIPC1;0.0;0.0;35363.527;0.0;0.0;43099.73;0.0;0.0
IKKB_HUMAN;IKBKB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TIM23_HUMAN;TIMM23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HAT1_HUMAN;HAT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UB2L6_HUMAN;UBE2L6;28893.422;0.0;27121.365;34833.566;0.0;0.0;0.0;31453.771
CSKP_HUMAN;CASK;0.0;47692.156;0.0;0.0;51414.957;0.0;0.0;0.0
QCR8_HUMAN;UQCRQ;0.0;0.0;0.0;0.0;0.0;0.0;49808.23;33741.54
ML12B_HUMAN;MYL12B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
QCR10_HUMAN;UQCR11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VP26C_HUMAN;VPS26C;0.0;27170.598;0.0;0.0;33840.543;29855.824;0.0;31712.027
MYPT1_HUMAN;PPP1R12A;74739.1;87136.36;96544.91;76905.805;71285.8;89429.74;90554.05;72985.5
GAK_HUMAN;GAK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRDL_HUMAN;HNRNPDL;161024.2;169717.19;155070.84;144175.6;138254.3;119808.75;171083.78;96679.914
XPO1_HUMAN;XPO1;132500.53;77094.9;97216.24;110740.836;83962.75;92811.164;59931.08;115200.734
ARHGA_HUMAN;ARHGEF10;0.0;0.0;0.0;21753.336;23031.982;0.0;0.0;0.0
SPTN2_HUMAN;SPTBN2;86419.14;0.0;0.0;81153.55;70399.3;0.0;0.0;90897.59
SC16A_HUMAN;SEC16A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLXB2_HUMAN;PLXNB2;124916.51;156692.23;107022.836;133438.89;103585.47;0.0;53061.836;113876.555
KHNYN_HUMAN;KHNYN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCPR2_HUMAN;TECPR2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SR140_HUMAN;U2SURP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYNJ2_HUMAN;SYNJ2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYNEM_HUMAN;SYNM;0.0;0.0;0.0;0.0;0.0;0.0;99336.766;0.0
KIF3B_HUMAN;KIF3B;0.0;0.0;0.0;0.0;31687.266;33833.723;0.0;0.0
PUR4_HUMAN;PFAS;60312.137;43704.016;57707.508;55948.277;43241.418;44048.1;32997.11;49865.273
DCLK1_HUMAN;DCLK1;0.0;0.0;0.0;75515.49;0.0;0.0;0.0;0.0
ANR28_HUMAN;ANKRD28;36432.926;44808.035;0.0;44257.414;0.0;25458.006;0.0;0.0
ARHGB_HUMAN;ARHGEF11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LSM1_HUMAN;LSM1;0.0;0.0;0.0;0.0;0.0;0.0;43682.11;0.0
NPC1_HUMAN;NPC1;130304.164;167797.47;101928.94;101264.44;96794.164;201350.3;70545.81;153793.78
DEGS1_HUMAN;DEGS1;0.0;0.0;25144.51;30221.3;28692.184;25199.629;0.0;39668.37
SCAM1_HUMAN;SCAMP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCAM2_HUMAN;SCAMP2;0.0;0.0;0.0;0.0;0.0;0.0;42560.266;0.0
ARC1B_HUMAN;ARPC1B;393120.12;406358.47;402587.78;415261.56;415211.44;470191.97;250244.38;462076.1
ARPC2_HUMAN;ARPC2;262609.03;282171.9;298731.7;260291.84;299041.66;348996.84;212416.92;364236.7
ARPC3_HUMAN;ARPC3;206855.83;201137.84;190629.88;181816.4;204735.31;324987.62;163595.66;214486.81
BET1_HUMAN;BET1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RPAC1_HUMAN;POLR1C;0.0;0.0;0.0;0.0;0.0;0.0;36474.61;0.0
PLS1_HUMAN;PLSCR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGRC2_HUMAN;PGRMC2;46800.89;51403.004;21453.354;0.0;0.0;73831.125;75674.375;84440.66
PFD6_HUMAN;PFDN6;99598.875;49973.273;32440.793;0.0;49345.746;55751.555;56450.47;0.0
GNPAT_HUMAN;GNPAT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZN185_HUMAN;ZNF185;0.0;26071.805;0.0;0.0;0.0;28496.852;20618.338;0.0
RT12_HUMAN;MRPS12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OBRG_HUMAN;LEPROT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLIC2_HUMAN;CLIC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACOX3_HUMAN;ACOX3;0.0;0.0;47116.695;60493.62;0.0;53443.625;0.0;48172.004
RER1_HUMAN;RER1;0.0;52516.723;41126.867;0.0;0.0;32664.014;0.0;99579.05
SURF4_HUMAN;SURF4;91221.7;48911.574;70990.94;110524.26;50758.285;43282.31;34679.234;125866.1
SPTC1_HUMAN;SPTLC1;64868.05;54282.41;0.0;63624.85;0.0;46120.69;0.0;110471.805
SPTC2_HUMAN;SPTLC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OGT1_HUMAN;OGT;0.0;0.0;0.0;31866.822;0.0;0.0;0.0;0.0
LX15B_HUMAN;ALOX15B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PMM2_HUMAN;PMM2;52701.19;0.0;105350.375;133866.31;0.0;74196.664;70633.91;35594.652
TRI18_HUMAN;MID1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGB3_HUMAN;HMGB3;0.0;0.0;61989.473;0.0;32784.32;0.0;0.0;0.0
PPM1G_HUMAN;PPM1G;0.0;0.0;0.0;0.0;0.0;0.0;40087.363;0.0
SHIP2_HUMAN;INPPL1;0.0;0.0;0.0;29546.781;0.0;0.0;0.0;23264.89
EIF3D_HUMAN;EIF3D;76489.33;88601.2;75867.12;98758.77;59434.223;78283.984;50645.52;82245.21
EIF3H_HUMAN;EIF3H;129346.46;164436.8;126207.51;154068.16;104706.62;118772.52;61523.95;79232.664
BCAT2_HUMAN;BCAT2;0.0;46552.47;37546.285;48691.57;40753.285;0.0;21160.031;51263.47
IPO8_HUMAN;IPO8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STX7_HUMAN;STX7;72899.68;0.0;0.0;0.0;55204.266;0.0;88378.086;0.0
MOT7_HUMAN;SLC16A6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MOT4_HUMAN;SLC16A3;0.0;19924.74;0.0;0.0;0.0;0.0;0.0;28032.834
COPT1_HUMAN;SLC31A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MRP3_HUMAN;ABCC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MRP4_HUMAN;ABCC4;0.0;45498.14;0.0;27438.264;0.0;0.0;0.0;46789.723
TLR3_HUMAN;TLR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
P4HA2_HUMAN;P4HA2;183334.89;184238.9;148093.34;182181.84;111672.63;94107.39;82863.9;138601.8
CAN5_HUMAN;CAPN5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
YKT6_HUMAN;YKT6;98691.64;110074.79;76305.914;0.0;34240.12;124572.77;0.0;132372.03
ARPC5_HUMAN;ARPC5;54111.3;60756.44;81561.09;64141.41;142984.8;90476.13;121910.234;61559.22
RPB4_HUMAN;POLR2D;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DDX3Y_HUMAN;DDX3Y;0.0;0.0;0.0;49668.79;0.0;0.0;0.0;32316.62
PDPK1_HUMAN;PDPK1;0.0;0.0;0.0;14327.953;0.0;0.0;0.0;0.0
TPSN_HUMAN;TAPBP;43213.64;64056.375;46472.184;64086.66;39238.0;52083.953;0.0;53319.4
DHX15_HUMAN;DHX15;92635.95;66739.41;76294.12;80177.82;57899.008;58045.73;35934.13;73566.93
MCES_HUMAN;RNMT;35212.973;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZZEF1_HUMAN;ZZEF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26771.814
ASAP2_HUMAN;ASAP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FLRT2_HUMAN;FLRT2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TTI1_HUMAN;TTI1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLXB1_HUMAN;PLXNB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SI1L1_HUMAN;SIPA1L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRP4_HUMAN;PRPF4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SERA_HUMAN;PHGDH;272121.1;199691.22;188409.0;375168.56;97409.12;131467.61;67311.0;248533.61
NDUS4_HUMAN;NDUFS4;0.0;38501.504;35227.85;26981.033;53308.598;0.0;53229.016;26786.373
DC1L2_HUMAN;DYNC1LI2;52087.816;46636.023;57046.805;54314.87;62735.37;55253.95;58410.773;48999.285
PSMD3_HUMAN;PSMD3;100789.43;80552.06;87948.32;109654.33;81490.89;91337.17;52652.477;110375.914
PAPS1_HUMAN;PAPSS1;75052.39;112649.31;55082.465;55746.676;52405.03;96752.26;0.0;101373.28
ZW10_HUMAN;ZW10;40514.586;0.0;28529.078;47696.01;35306.438;0.0;0.0;46181.12
SNUT1_HUMAN;SART1;0.0;0.0;0.0;0.0;0.0;0.0;66888.734;0.0
SPIT2_HUMAN;SPINT2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GPAA1_HUMAN;GPAA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DAPK3_HUMAN;DAPK3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TGFI1_HUMAN;TGFB1I1;67415.64;84837.73;81680.94;108373.93;87716.34;79201.96;61320.566;88668.58
AP5Z1_HUMAN;AP5Z1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CTIF_HUMAN;CTIF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VIP2_HUMAN;PPIP5K2;28696.045;0.0;0.0;32464.568;0.0;0.0;0.0;0.0
M3K7_HUMAN;MAP3K7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCA3_HUMAN;EEF1E1;39126.754;43526.305;36220.59;58617.434;33209.9;47342.887;41254.695;44693.56
RIPK2_HUMAN;RIPK2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRPR_HUMAN;HNRNPR;147978.56;143535.73;147161.67;137187.98;119634.43;141112.94;149732.6;107088.01
PRPF3_HUMAN;PRPF3;0.0;0.0;0.0;0.0;0.0;0.0;128892.95;0.0
TXNL1_HUMAN;TXNL1;50188.133;50164.777;45576.61;50606.562;33530.7;0.0;0.0;46248.42
TPD54_HUMAN;TPD52L2;161184.92;207511.31;265046.66;197300.03;273946.22;248855.61;351870.78;160245.39
EMC8_HUMAN;EMC8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERI3_HUMAN;ERI3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
