Protein.ID,Gene,GF_c_1 MaxLFQ Intensity,GF_c_27 MaxLFQ Intensity,GF_c_31 MaxLFQ Intensity,GF_d_1 MaxLFQ Intensity,GF_d_27 MaxLFQ Intensity,GF_d_31 MaxLFQ Intensity
ATOX1_HUMAN,ATOX1,0.0,92065.195,0.0,144126.55,130165.88,0.0
PGRC1_HUMAN,PGRMC1,127029.7,0.0,0.0,0.0,82938.15,0.0
DFFA_HUMAN,DFFA,0.0,0.0,0.0,0.0,0.0,0.0
HIP1_HUMAN,HIP1,0.0,0.0,0.0,0.0,0.0,0.0
CLIC1_HUMAN,CLIC1,123771.94,237772.08,299740.0,505045.8,390007.47,63027.113
TR11B_HUMAN,TNFRSF11B,323793.66,203629.94,0.0,67709.336,273176.16,0.0
EIF3F_HUMAN,EIF3F,0.0,0.0,0.0,32712.2,0.0,0.0
MATN2_HUMAN,MATN2,0.0,0.0,0.0,0.0,0.0,0.0
QSOX1_HUMAN,QSOX1,1217885.8,5327926.0,906485.5,137832.28,3097236.5,251543.23
IPO5_HUMAN,IPO5,0.0,0.0,0.0,52446.16,69111.14,0.0
SAP18_HUMAN,SAP18,0.0,0.0,0.0,0.0,0.0,0.0
EMAL1_HUMAN,EML1,0.0,0.0,0.0,0.0,0.0,0.0
IF2B3_HUMAN,IGF2BP3,0.0,0.0,0.0,0.0,0.0,0.0
DNM1L_HUMAN,DNM1L,0.0,0.0,0.0,0.0,0.0,0.0
RTCA_HUMAN,RTCA,0.0,0.0,0.0,0.0,0.0,0.0
GOLI4_HUMAN,GOLIM4,0.0,109430.78,0.0,0.0,135201.38,0.0
MANBA_HUMAN,MANBA,200063.84,250194.55,106182.83,0.0,267421.4,73626.97
AGRIN_HUMAN,AGRN,0.0,0.0,0.0,0.0,0.0,0.0
HMGN4_HUMAN,HMGN4,0.0,0.0,0.0,0.0,0.0,0.0
PSDE_HUMAN,PSMD14,0.0,0.0,0.0,0.0,0.0,0.0
BIN1_HUMAN,BIN1,0.0,0.0,0.0,0.0,0.0,0.0
IMA4_HUMAN,KPNA3,0.0,0.0,0.0,0.0,0.0,0.0
VMA5A_HUMAN,VWA5A,0.0,0.0,0.0,0.0,0.0,0.0
SDCB1_HUMAN,SDCBP,361927.7,383622.03,142898.66,330065.03,337297.47,96958.11
MPP10_HUMAN,MPHOSPH10,0.0,0.0,0.0,0.0,0.0,0.0
DDX3X_HUMAN,DDX3X,0.0,0.0,0.0,0.0,0.0,0.0
RNT2_HUMAN,RNASET2,296888.88,399921.3,182930.03,0.0,1083368.5,175350.64
CCN1_HUMAN,CCN1,0.0,0.0,0.0,32715.219,223677.67,0.0
PIR_HUMAN,PIR,0.0,0.0,0.0,0.0,0.0,0.0
IMA3_HUMAN,KPNA4,0.0,0.0,0.0,0.0,0.0,0.0
PPP6_HUMAN,PPP6C,0.0,0.0,0.0,0.0,0.0,0.0
MA2B1_HUMAN,MAN2B1,249401.42,132036.81,104197.414,49724.293,191935.86,75444.48
PDXK_HUMAN,PDXK,0.0,0.0,0.0,64357.617,0.0,0.0
ISLR_HUMAN,ISLR,199903.55,166428.4,82628.2,0.0,354733.78,72739.98
DPYL4_HUMAN,DPYSL4,0.0,0.0,0.0,0.0,0.0,0.0
HSPB6_HUMAN,HSPB6,0.0,0.0,0.0,0.0,0.0,0.0
UBFD1_HUMAN,UBFD1,0.0,0.0,0.0,0.0,0.0,0.0
COPE_HUMAN,COPE,0.0,44698.95,0.0,55820.195,0.0,0.0
IF1AY_HUMAN,EIF1AY,0.0,0.0,0.0,0.0,115717.086,70615.19
AP3D1_HUMAN,AP3D1,0.0,0.0,0.0,0.0,0.0,0.0
DVL2_HUMAN,DVL2,0.0,0.0,0.0,0.0,0.0,0.0
TOR1B_HUMAN,TOR1B,0.0,48296.09,0.0,0.0,0.0,0.0
ADA10_HUMAN,ADAM10,99744.65,124938.53,116025.24,0.0,161955.92,59282.754
PDCD5_HUMAN,PDCD5,0.0,74462.27,0.0,54265.05,104437.92,0.0
ANM5_HUMAN,PRMT5,0.0,0.0,0.0,0.0,0.0,0.0
NHRF1_HUMAN,SLC9A3R1,0.0,0.0,0.0,0.0,0.0,0.0
TPP1_HUMAN,TPP1,1431736.0,1607135.0,701329.3,97915.99,1821539.9,293406.47
NRP1_HUMAN,NRP1,229576.39,244537.53,248575.69,0.0,279544.62,153899.95
PSA7_HUMAN,PSMA7,156219.0,212422.56,128431.56,173418.23,175807.95,162899.1
SCAM3_HUMAN,SCAMP3,0.0,0.0,0.0,0.0,0.0,0.0
OPLA_HUMAN,OPLAH,0.0,0.0,0.0,0.0,0.0,0.0
TX1B3_HUMAN,TAX1BP3,0.0,0.0,0.0,0.0,0.0,0.0
GIPC1_HUMAN,GIPC1,0.0,0.0,0.0,0.0,0.0,0.0
PCD17_HUMAN,PCDH17,0.0,0.0,0.0,0.0,0.0,0.0
UB2L6_HUMAN,UBE2L6,0.0,0.0,0.0,0.0,0.0,0.0
ML12B_HUMAN,MYL12B,0.0,0.0,0.0,209140.64,0.0,0.0
HGS_HUMAN,HGS,0.0,0.0,0.0,0.0,0.0,0.0
VP26C_HUMAN,VPS26C,0.0,0.0,0.0,0.0,0.0,0.0
MYPT1_HUMAN,PPP1R12A,0.0,0.0,0.0,69975.805,0.0,0.0
HNRDL_HUMAN,HNRNPDL,0.0,0.0,0.0,72793.5,0.0,0.0
XPO1_HUMAN,XPO1,0.0,0.0,0.0,57222.062,0.0,0.0
PLXB2_HUMAN,PLXNB2,69826.93,97772.08,0.0,0.0,78152.4,0.0
SR140_HUMAN,U2SURP,0.0,0.0,0.0,0.0,0.0,0.0
PUR4_HUMAN,PFAS,0.0,0.0,0.0,0.0,0.0,0.0
ATS3_HUMAN,ADAMTS3,0.0,0.0,0.0,0.0,0.0,0.0
ANR28_HUMAN,ANKRD28,0.0,0.0,0.0,0.0,0.0,0.0
LSM1_HUMAN,LSM1,0.0,0.0,0.0,20948.127,0.0,0.0
NPC1_HUMAN,NPC1,0.0,0.0,0.0,49150.684,0.0,0.0
ARC1B_HUMAN,ARPC1B,97485.05,190288.55,91597.86,285122.8,241423.48,91188.984
ARPC2_HUMAN,ARPC2,92548.61,171374.34,0.0,277612.66,171505.86,74797.63
ARPC3_HUMAN,ARPC3,0.0,0.0,0.0,195627.14,229117.58,0.0
PGRC2_HUMAN,PGRMC2,0.0,0.0,0.0,0.0,0.0,0.0
PFD6_HUMAN,PFDN6,0.0,0.0,0.0,0.0,0.0,0.0
LAMA5_HUMAN,LAMA5,169732.05,0.0,0.0,0.0,0.0,47904.516
ZN185_HUMAN,ZNF185,0.0,0.0,0.0,0.0,0.0,0.0
MATN3_HUMAN,MATN3,0.0,0.0,0.0,0.0,0.0,0.0
PMM2_HUMAN,PMM2,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3_HUMAN,HMGB3,0.0,0.0,0.0,0.0,0.0,0.0
EIF3D_HUMAN,EIF3D,0.0,0.0,0.0,0.0,0.0,0.0
EIF3H_HUMAN,EIF3H,0.0,0.0,0.0,51191.68,0.0,0.0
NCAM2_HUMAN,NCAM2,0.0,0.0,0.0,0.0,0.0,0.0
STX7_HUMAN,STX7,90811.81,63749.12,0.0,69119.125,0.0,83788.95
P4HA2_HUMAN,P4HA2,0.0,0.0,0.0,0.0,0.0,0.0
YKT6_HUMAN,YKT6,0.0,0.0,0.0,41822.805,0.0,0.0
ARPC5_HUMAN,ARPC5,0.0,0.0,0.0,327876.22,0.0,0.0
DHX15_HUMAN,DHX15,0.0,0.0,0.0,0.0,0.0,0.0
ASAP2_HUMAN,ASAP2,0.0,0.0,0.0,0.0,0.0,0.0
FLRT2_HUMAN,FLRT2,0.0,0.0,80200.055,0.0,0.0,0.0
SERA_HUMAN,PHGDH,0.0,0.0,0.0,0.0,0.0,0.0
ADA12_HUMAN,ADAM12,0.0,0.0,0.0,0.0,0.0,0.0
DC1L2_HUMAN,DYNC1LI2,0.0,0.0,0.0,31764.18,0.0,50152.965
PSMD3_HUMAN,PSMD3,0.0,54568.27,0.0,44209.406,0.0,0.0
B4GT5_HUMAN,B4GALT5,0.0,0.0,0.0,0.0,0.0,0.0
TGFI1_HUMAN,TGFB1I1,0.0,0.0,0.0,0.0,0.0,0.0
MCA3_HUMAN,EEF1E1,0.0,0.0,0.0,47061.344,0.0,0.0
HNRPR_HUMAN,HNRNPR,0.0,0.0,0.0,36223.645,0.0,0.0
TXNL1_HUMAN,TXNL1,0.0,0.0,0.0,0.0,0.0,0.0
TPD54_HUMAN,TPD52L2,72409.77,99791.06,0.0,137718.83,0.0,94096.88
PPIH_HUMAN,PPIH,0.0,0.0,0.0,0.0,0.0,0.0
HTRA2_HUMAN,HTRA2,0.0,0.0,0.0,0.0,0.0,0.0
ARK72_HUMAN,AKR7A2,0.0,0.0,0.0,0.0,0.0,0.0
E41L2_HUMAN,EPB41L2,0.0,0.0,0.0,0.0,0.0,0.0
TGON2_HUMAN,TGOLN2,100668.82,96632.93,0.0,0.0,125221.56,59742.184
LTOR5_HUMAN,LAMTOR5,0.0,0.0,0.0,153834.64,0.0,0.0
B4GA1_HUMAN,B4GAT1,136577.36,193102.97,78812.65,0.0,153249.03,51680.156
TNF12_HUMAN,TNFSF12,0.0,0.0,0.0,0.0,0.0,0.0
SGCE_HUMAN,SGCE,0.0,124957.19,0.0,0.0,0.0,0.0
CAH12_HUMAN,CA12,0.0,105523.4,0.0,0.0,210387.95,0.0
DENR_HUMAN,DENR,0.0,0.0,0.0,0.0,0.0,0.0
DNPH1_HUMAN,DNPH1,0.0,0.0,0.0,20208.451,0.0,0.0
TPPC3_HUMAN,TRAPPC3,0.0,0.0,0.0,0.0,0.0,0.0
PLRG1_HUMAN,PLRG1,0.0,0.0,0.0,0.0,0.0,0.0
GET3_HUMAN,GET3,0.0,0.0,0.0,0.0,0.0,0.0
BUB3_HUMAN,BUB3,0.0,0.0,0.0,0.0,0.0,0.0
ACTN4_HUMAN,ACTN4,1008692.44,1177058.5,594040.06,1952760.8,1043024.0,1033257.06
AP1G1_HUMAN,AP1G1,0.0,0.0,0.0,21316.617,0.0,0.0
SYNC_HUMAN,NARS1,0.0,0.0,0.0,113919.89,0.0,0.0
CPSF5_HUMAN,NUDT21,0.0,0.0,0.0,0.0,0.0,0.0
LANC1_HUMAN,LANCL1,0.0,0.0,0.0,0.0,0.0,0.0
STRN_HUMAN,STRN,0.0,0.0,0.0,0.0,0.0,0.0
AKAP8_HUMAN,AKAP8,0.0,0.0,0.0,0.0,0.0,0.0
ANGL7_HUMAN,ANGPTL7,0.0,0.0,0.0,0.0,0.0,0.0
NRDC_HUMAN,NRDC,0.0,0.0,0.0,0.0,59340.977,0.0
CALU_HUMAN,CALU,1089364.6,616222.3,952566.1,437512.6,897898.0,464106.28
EDIL3_HUMAN,EDIL3,127683.63,509826.16,246718.28,0.0,225844.61,92372.82
SAHH2_HUMAN,AHCYL1,0.0,0.0,0.0,0.0,0.0,0.0
TLL1_HUMAN,TLL1,0.0,0.0,0.0,0.0,0.0,0.0
VEGFD_HUMAN,VEGFD,0.0,0.0,0.0,0.0,0.0,0.0
PDE6D_HUMAN,PDE6D,0.0,0.0,0.0,0.0,0.0,0.0
AK1BA_HUMAN,AKR1B10,0.0,0.0,0.0,0.0,0.0,0.0
GMFG_HUMAN,GMFG,0.0,0.0,0.0,0.0,0.0,0.0
PCDH7_HUMAN,PCDH7,0.0,0.0,0.0,0.0,0.0,0.0
JIP4_HUMAN,SPAG9,0.0,0.0,0.0,0.0,0.0,0.0
SUSD5_HUMAN,SUSD5,0.0,0.0,0.0,0.0,0.0,0.0
PCDGC_HUMAN,PCDHGA12,0.0,0.0,0.0,0.0,0.0,0.0
GSDME_HUMAN,GSDME,0.0,0.0,0.0,0.0,0.0,0.0
NRP2_HUMAN,NRP2,0.0,102491.414,0.0,0.0,132535.2,0.0
ACSL4_HUMAN,ACSL4,0.0,0.0,0.0,0.0,0.0,0.0
SNX3_HUMAN,SNX3,0.0,0.0,0.0,118362.58,0.0,0.0
VINEX_HUMAN,SORBS3,0.0,0.0,0.0,40870.168,0.0,0.0
HNRPQ_HUMAN,SYNCRIP,0.0,0.0,0.0,221693.1,134467.48,0.0
TPST1_HUMAN,TPST1,0.0,49317.49,0.0,0.0,63048.336,0.0
GREM1_HUMAN,GREM1,239944.11,379536.22,200622.5,96601.23,379656.12,0.0
PLOD3_HUMAN,PLOD3,285867.0,391477.97,218775.78,49754.29,276936.62,163623.98
DIAP1_HUMAN,DIAPH1,0.0,0.0,0.0,0.0,0.0,0.0
PLIN3_HUMAN,PLIN3,0.0,93120.04,0.0,126014.72,92366.63,59602.797
SRPX2_HUMAN,SRPX2,107235.336,0.0,0.0,0.0,133616.45,128306.305
UGDH_HUMAN,UGDH,0.0,0.0,0.0,82417.734,0.0,0.0
LPXN_HUMAN,LPXN,0.0,0.0,0.0,0.0,0.0,0.0
CTND1_HUMAN,CTNND1,0.0,0.0,0.0,0.0,0.0,0.0
SNX2_HUMAN,SNX2,0.0,0.0,0.0,0.0,0.0,0.0
USO1_HUMAN,USO1,0.0,0.0,0.0,69516.73,93183.586,0.0
TOM1_HUMAN,TOM1,0.0,0.0,0.0,79803.45,0.0,0.0
H2B1K_HUMAN,H2BC12,0.0,0.0,0.0,0.0,0.0,0.0
CCD22_HUMAN,CCDC22,0.0,0.0,0.0,0.0,0.0,0.0
EDF1_HUMAN,EDF1,0.0,0.0,0.0,45943.887,0.0,0.0
DNJA2_HUMAN,DNAJA2,0.0,0.0,0.0,0.0,0.0,0.0
CUTA_HUMAN,CUTA,0.0,0.0,0.0,60509.957,245106.52,0.0
PFD1_HUMAN,PFDN1,0.0,0.0,0.0,71690.05,0.0,0.0
XYLK_HUMAN,FAM20B,0.0,0.0,0.0,0.0,0.0,0.0
WDR1_HUMAN,WDR1,177307.16,160017.83,143393.52,629759.94,289712.34,93515.46
SLIT3_HUMAN,SLIT3,0.0,0.0,0.0,0.0,303352.66,0.0
MEGF6_HUMAN,MEGF6,0.0,0.0,0.0,0.0,0.0,0.0
ROCK2_HUMAN,ROCK2,0.0,0.0,0.0,506995.25,0.0,0.0
CPNE3_HUMAN,CPNE3,0.0,0.0,0.0,0.0,0.0,0.0
ICOSL_HUMAN,ICOSLG,0.0,0.0,0.0,0.0,0.0,0.0
DJC13_HUMAN,DNAJC13,0.0,0.0,0.0,0.0,0.0,0.0
GGCT_HUMAN,GGCT,0.0,0.0,0.0,0.0,0.0,59950.594
SEM7A_HUMAN,SEMA7A,0.0,0.0,188825.64,0.0,166138.28,85323.6
CILP1_HUMAN,CILP,0.0,0.0,0.0,0.0,0.0,0.0
PDCD6_HUMAN,PDCD6,0.0,0.0,0.0,42366.168,0.0,0.0
TBCA_HUMAN,TBCA,263923.84,273462.94,173331.3,241636.52,193668.77,246544.86
VATG1_HUMAN,ATP6V1G1,0.0,0.0,0.0,121189.29,0.0,0.0
H2AY_HUMAN,MACROH2A1,0.0,0.0,0.0,0.0,0.0,0.0
SH3L1_HUMAN,SH3BGRL,271782.5,204705.84,238713.48,265578.97,192488.17,380973.5
FLNB_HUMAN,FLNB,150607.42,137814.17,89463.96,233783.39,88925.51,0.0
NDUS6_HUMAN,NDUFS6,0.0,0.0,0.0,0.0,0.0,0.0
CISY_HUMAN,CS,0.0,0.0,0.0,0.0,0.0,0.0
SC22B_HUMAN,SEC22B,0.0,0.0,0.0,89432.0,0.0,0.0
PR40A_HUMAN,PRPF40A,0.0,0.0,0.0,0.0,0.0,0.0
MTX2_HUMAN,MTX2,0.0,0.0,0.0,0.0,0.0,0.0
VP26A_HUMAN,VPS26A,134262.28,130922.445,112028.016,111149.555,0.0,133488.94
CRLF1_HUMAN,CRLF1,0.0,0.0,0.0,0.0,0.0,92235.89
GPC4_HUMAN,GPC4,0.0,0.0,0.0,0.0,0.0,0.0
CLN5_HUMAN,CLN5,246941.52,0.0,185529.73,0.0,325750.06,123655.24
CLD11_HUMAN,CLDN11,0.0,0.0,0.0,0.0,0.0,0.0
TNR21_HUMAN,TNFRSF21,0.0,0.0,0.0,0.0,0.0,0.0
BAF_HUMAN,BANF1,0.0,0.0,0.0,0.0,0.0,0.0
SF3B1_HUMAN,SF3B1,0.0,0.0,0.0,2330286.0,0.0,0.0
CSDE1_HUMAN,CSDE1,0.0,0.0,0.0,0.0,0.0,0.0
LYPA1_HUMAN,LYPLA1,0.0,0.0,0.0,0.0,0.0,0.0
CREG1_HUMAN,CREG1,290421.56,455015.94,0.0,0.0,254209.14,0.0
SPB7_HUMAN,SERPINB7,0.0,0.0,0.0,0.0,0.0,0.0
U520_HUMAN,SNRNP200,0.0,0.0,0.0,0.0,0.0,0.0
TIPRL_HUMAN,TIPRL,0.0,0.0,0.0,34877.66,0.0,0.0
XRP2_HUMAN,RP2,0.0,0.0,0.0,0.0,0.0,0.0
CRTAP_HUMAN,CRTAP,0.0,119708.18,0.0,0.0,135082.02,0.0
B3GL1_HUMAN,B3GALNT1,0.0,0.0,0.0,0.0,0.0,0.0
PALM_HUMAN,PALM,0.0,0.0,0.0,0.0,0.0,0.0
EIF3G_HUMAN,EIF3G,0.0,0.0,0.0,0.0,0.0,0.0
CBR3_HUMAN,CBR3,0.0,0.0,0.0,0.0,0.0,0.0
IDHC_HUMAN,IDH1,110630.484,173109.31,0.0,290421.72,203377.08,0.0
ATRN_HUMAN,ATRN,234252.0,206953.8,114977.94,0.0,222245.92,90753.67
RBBP9_HUMAN,RBBP9,0.0,0.0,0.0,0.0,0.0,0.0
STAM2_HUMAN,STAM2,0.0,0.0,0.0,0.0,0.0,0.0
PRAF3_HUMAN,ARL6IP5,0.0,0.0,0.0,0.0,0.0,0.0
SPF27_HUMAN,BCAS2,0.0,0.0,0.0,0.0,0.0,0.0
DNJC8_HUMAN,DNAJC8,0.0,0.0,0.0,77557.49,0.0,0.0
TSN9_HUMAN,TSPAN9,0.0,0.0,0.0,0.0,0.0,0.0
FLOT1_HUMAN,FLOT1,0.0,0.0,0.0,0.0,0.0,0.0
GLRX3_HUMAN,GLRX3,0.0,82071.8,0.0,130295.11,0.0,0.0
S14L2_HUMAN,SEC14L2,0.0,0.0,0.0,0.0,0.0,0.0
STC2_HUMAN,STC2,363175.06,0.0,407537.66,52741.793,570482.4,233471.39
PDE5A_HUMAN,PDE5A,0.0,0.0,0.0,0.0,0.0,0.0
CCN5_HUMAN,CCN5,0.0,0.0,0.0,0.0,0.0,0.0
SRP72_HUMAN,SRP72,0.0,0.0,0.0,0.0,0.0,0.0
DDAH1_HUMAN,DDAH1,189488.39,252644.62,0.0,197980.48,164110.6,190615.23
B3GA3_HUMAN,B3GAT3,0.0,0.0,0.0,0.0,0.0,0.0
ECM2_HUMAN,ECM2,0.0,0.0,99559.555,0.0,204452.8,0.0
AL1A2_HUMAN,ALDH1A2,0.0,0.0,0.0,0.0,0.0,0.0
STK10_HUMAN,STK10,0.0,0.0,0.0,0.0,0.0,0.0
SLIT2_HUMAN,SLIT2,0.0,0.0,0.0,0.0,0.0,0.0
TOM70_HUMAN,TOMM70,0.0,0.0,0.0,0.0,0.0,0.0
SC24D_HUMAN,SEC24D,0.0,0.0,0.0,0.0,0.0,0.0
NFASC_HUMAN,NFASC,80957.78,102133.39,67980.64,0.0,115060.32,0.0
SRBS2_HUMAN,SORBS2,0.0,0.0,0.0,0.0,0.0,202799.39
UBXN7_HUMAN,UBXN7,0.0,0.0,0.0,0.0,0.0,0.0
PLPHP_HUMAN,PLPBP,0.0,0.0,0.0,60522.965,0.0,0.0
DKK1_HUMAN,DKK1,0.0,0.0,0.0,0.0,0.0,0.0
ENDD1_HUMAN,ENDOD1,0.0,0.0,0.0,0.0,0.0,70913.05
AP2A2_HUMAN,AP2A2,0.0,0.0,0.0,0.0,0.0,0.0
SC31A_HUMAN,SEC31A,0.0,66717.83,0.0,134331.16,0.0,0.0
CSTN1_HUMAN,CLSTN1,355118.47,450685.62,321537.5,0.0,520241.2,228778.06
PRS23_HUMAN,PRSS23,0.0,0.0,0.0,0.0,105026.98,0.0
GBRAP_HUMAN,GABARAP,0.0,0.0,0.0,0.0,0.0,0.0
UNC5C_HUMAN,UNC5C,0.0,0.0,0.0,0.0,0.0,0.0
RTN3_HUMAN,RTN3,0.0,0.0,0.0,0.0,0.0,0.0
LETM1_HUMAN,LETM1,0.0,0.0,0.0,0.0,0.0,0.0
EPN2_HUMAN,EPN2,0.0,0.0,0.0,0.0,0.0,0.0
SNX4_HUMAN,SNX4,0.0,0.0,0.0,0.0,0.0,0.0
GOSR1_HUMAN,GOSR1,0.0,0.0,0.0,0.0,0.0,0.0
VAPB_HUMAN,VAPB,0.0,0.0,0.0,0.0,0.0,0.0
SNAPN_HUMAN,SNAPIN,0.0,0.0,0.0,0.0,0.0,0.0
MPZL1_HUMAN,MPZL1,0.0,0.0,0.0,0.0,0.0,0.0
FKBP9_HUMAN,FKBP9,145868.58,0.0,87660.914,81449.6,0.0,81866.16
6PGL_HUMAN,PGLS,154416.0,237725.94,132156.61,236803.06,199347.2,152379.03
ATG7_HUMAN,ATG7,0.0,0.0,0.0,0.0,0.0,0.0
IPO7_HUMAN,IPO7,0.0,0.0,0.0,30855.688,109452.04,0.0
CCN4_HUMAN,CCN4,0.0,0.0,0.0,0.0,0.0,0.0
AGM1_HUMAN,PGM3,0.0,0.0,0.0,70669.01,0.0,0.0
TNF6B_HUMAN,TNFRSF6B,0.0,0.0,0.0,0.0,0.0,0.0
BRI3_HUMAN,BRI3,0.0,0.0,0.0,0.0,0.0,0.0
AHSA1_HUMAN,AHSA1,0.0,0.0,0.0,47714.44,0.0,0.0
ATS2_HUMAN,ADAMTS2,0.0,0.0,0.0,0.0,149260.42,0.0
PSMG1_HUMAN,PSMG1,0.0,0.0,0.0,0.0,0.0,0.0
G6PE_HUMAN,H6PD,0.0,0.0,0.0,0.0,0.0,0.0
SC24A_HUMAN,SEC24A,0.0,0.0,0.0,0.0,0.0,0.0
SC24B_HUMAN,SEC24B,0.0,0.0,0.0,0.0,0.0,0.0
VNN1_HUMAN,VNN1,0.0,0.0,0.0,0.0,0.0,0.0
ETHE1_HUMAN,ETHE1,0.0,0.0,0.0,0.0,0.0,0.0
STABP_HUMAN,STAMBP,0.0,0.0,0.0,0.0,0.0,0.0
NET1_HUMAN,NTN1,83132.06,70019.09,0.0,0.0,0.0,0.0
FSTL3_HUMAN,FSTL3,0.0,0.0,0.0,0.0,120945.06,0.0
K2C75_HUMAN,KRT75,0.0,0.0,0.0,0.0,0.0,0.0
OXSR1_HUMAN,OXSR1,0.0,0.0,0.0,38044.082,0.0,0.0
LSM8_HUMAN,LSM8,0.0,0.0,0.0,24527.521,0.0,0.0
AP2A1_HUMAN,AP2A1,0.0,88685.305,0.0,114115.2,101861.17,0.0
STAU1_HUMAN,STAU1,0.0,0.0,0.0,0.0,0.0,0.0
BAG2_HUMAN,BAG2,0.0,0.0,0.0,64711.477,0.0,0.0
BAG3_HUMAN,BAG3,0.0,0.0,0.0,53320.285,0.0,58371.734
AIFM1_HUMAN,AIFM1,0.0,0.0,0.0,37144.312,0.0,0.0
EMAL2_HUMAN,EML2,0.0,0.0,0.0,0.0,0.0,0.0
GNA14_HUMAN,GNA14,0.0,0.0,0.0,0.0,0.0,0.0
ANGL1_HUMAN,ANGPTL1,0.0,0.0,0.0,0.0,0.0,0.0
BPNT1_HUMAN,BPNT1,0.0,0.0,0.0,29289.242,0.0,0.0
DDAH2_HUMAN,DDAH2,92521.56,110492.33,123256.51,71454.18,102132.77,125523.73
TXD12_HUMAN,TXNDC12,85810.89,0.0,0.0,38019.38,0.0,0.0
NOE2_HUMAN,OLFM2,0.0,0.0,139799.31,0.0,0.0,0.0
SYF2_HUMAN,SYF2,0.0,0.0,0.0,0.0,0.0,0.0
ITGBL_HUMAN,ITGBL1,0.0,0.0,0.0,0.0,2102759.8,0.0
FBLN4_HUMAN,EFEMP2,219112.2,219777.52,126739.9,0.0,378676.2,0.0
SG1D2_HUMAN,SCGB1D2,0.0,0.0,0.0,0.0,0.0,0.0
RECK_HUMAN,RECK,122603.89,0.0,0.0,0.0,134304.02,0.0
MOC2B_HUMAN,MOCS2,0.0,0.0,0.0,0.0,0.0,0.0
CYB5_HUMAN,CYB5A,0.0,0.0,0.0,0.0,0.0,0.0
ADH1B_HUMAN,ADH1B,0.0,0.0,0.0,25291.035,0.0,0.0
ADH1G_HUMAN,ADH1C,0.0,0.0,0.0,0.0,0.0,0.0
LDHA_HUMAN,LDHA,891052.7,1225731.9,660602.94,2933078.8,1156019.8,1801093.9
AL1A1_HUMAN,ALDH1A1,0.0,0.0,0.0,34382.984,0.0,0.0
DHE3_HUMAN,GLUD1,94039.414,0.0,0.0,0.0,0.0,0.0
NB5R3_HUMAN,CYB5R3,0.0,0.0,0.0,0.0,0.0,0.0
GSHR_HUMAN,GSR,139576.12,140522.34,98285.516,130251.445,96962.945,127053.305
